AACHEN	アーヘン
PIAZZI	ピアッツィ
PICABIA	ピカビア
PICANO	ピカーノ
PICARD	ピカード
PICASSO	ピカソ
PICCALUGA	ピッカルーガ
PICCARD	ピカール
PICCAVER	ピッカバー
PICCHI	ピッキ
PICCINNI	ピッチーニ
PICCIOLI	ピッチョーリ
PICCO	ピッコ
PICCOLI	ピッコリ
PICCOLO	ピッコロ
PICCOLOMINI	ピッコロミニ
PICCONE	ピッコーネ
PICHEGRU	ピシュグリュ
PICHEL	ピシェル
PICHETTE	ピシェット
PICHLER	ピヒラー
PICHOIS	ピショワ
PICHON	ピション
PICHOT	ピショ
PICHT	ピヒト
PICKEN	ピッケン
PICKENS	ピケンズ
PICKERING	ピカリング
PICKETT	ピケット
PICKFORD	ピックフォード
PICON	ピコン
PICOU	ピクー
PICQUART	ピカール
PICTET	ピクテ
PIDOUX	ピドゥー
PIE	パイ
PIECK	ピーク
PIEL	ピール
PIELOU	ピールー
PIENE	ピーネ
PIEPER	ピーパー
PIERCE	ピアース
PIERLOT	ピエルロ
PIERNE	ピエルネ
PIERO	ピエロ
PIERRE	ピーア
PIERROT	ピエロ
PIERROU	ピエル
PIERS	ピアーズ
PIERSOL	ピアソル
PIERSON	ピールソン
PIESKER	ピースカー
PIETER	ピーター
PIETERS	ピータース
PIETRANERA	ピエトラネラ
PIETRO	ピエトロ
PIETTE	ピエット
PIFER	パイファー
PIFRE	ピーフル
PIGAFETTA	ピガフェッタ
PIGALLE	ピガル
PIGANIOL	ピガニオル
PIGEON	ピジョン
PIGEOT	ピジョー
PIGGOT	ピゴット
PIGGOTT	ピゴット
PIGNATELLI	ピニャテリ
PIGNATTI	ピニャッティ
PIGORINI	ピゴリーニ
PIGOTT	ピゴット
PIGOU	ピグー
PIGUET	ピゲ
PIJADE	ピヤーデ
PIKAIZEN	ピカイゼン
PIKE	パイク
PIKLER	ピクラー
PILARCZYK	ピラルツィク
PILCHER	ピルチャー
PILE	パイル
PILEGGI	ピレッジ
PILES	ピール
PILGRIM	ピルグリム
PILHES	ピーユ
PILKINGTON	ピルキントン
PILLAI	ピライ
PILLET	ピエ
PILLNEY	ピルナイ
PILLSBURY	ピルズベリ
PILOTY	ピローティ
PILSUDSKI	ピウスツキ
PILZ	ピルツ
PIMENTEL	ピメンテル
PIN	ピン
PINA	ピーナ
PINAIGRIER	ピネグリエ
PINAY	ピネー
PINCHER	ピンチャー
PINCHERLE	パンシェルル
PINCHON	ピンチョン
PINCHOT	ピンチョー
PINCKNEY	ピンクニー
PINCUS	ピンカス
PINDBORG	ピンドボルグ
PINDEMONTE	ピンデモンテ
PINDER	ピンダー
PINDLING	ピンドリング
PINDYCK	ピンディック
PINEAU	ピノー
PINEL	ピネル
PINERO	ピネロ
PINES	パインズ
PINGAUD	パンゴー
PINGUET	パンゲ
PINHEIRO	ピニェイロ
PINI	ピーニ
PINILLA	ピニージャ
PININFARINA	ピニンファリーナ
PINK	ピンク
PINKAS	ピンカス
PINKER	ピンカー
PINKERT	ピンケルト
PINKHAM	ピンカム
PINKOWSKI	ピンコフスキ
PINKUS	ピンカス
PINNEY	ピニー
PINNOCK	ピノック
PINO	ピノ
PINOCHET	ピノチェト
PINOTEAU	ピノトー
PINSON	ピンソン
PINTER	ピンター
PINTO	ピント
PINTORI	ピントーリ
PINZA	ピンツァ
PINZOLAS	ピンソラス
PIO	ピオ
PIONTEK	ピオンテク
PIOTR	ピョートル
PIOTROWSKI	ピオトロフスキー
PIOU	ピウ
PIOVENE	ピオベーネ
PIOZZI	ピオッツィ
PIPER	ピーパー
PIPES	パイプス
PIPITONE	ピピトン
PIPPA	ピッパ
PIPPIN	ピピン
PIQUET	ピケ
PIRAEUS	ピレウス
PIRANDELLO	ピランデッロ
PIRANESI	ピラネージ
PIRAZZINI	ピラッツィーニ
PIRE	ピール
PIRELLI	ピレッリ
PIRENNE	ピレンヌ
PIRES	ピレシュ
PIRIA	ピリア
PIRIE	ピリ
PIRKHEIMER	ピルクハイマー
PIRNER	ピルナー
PIROGOV	ピロゴフ
PIRON	ピロン
PIRRO	ピロ
PIRSSON	ピアソン
PISA	ピサ
PISACANE	ピサカーネ
PISANELLO	ピサネロ
PISANO	ピサーノ
PISAR	ピサール
PISARENKO	ピサレンコ
PISAREV	ピーサレフ
PISCATOR	ピスカートル
PISCHNER	ピシュナー
PISIER	ピジエ
PISIS	ピージス
PISK	ピスク
PISO	ピソ
PISSARRO	ピサロ
PISTON	ピストン
PISTONE	ピストーネ
PISTOR	ピストーア
PISTORIUS	ピストリウス
PITARD	ピタール
PITCAIRN	ピトケアン
PITCAIRNE	ピトケアン
PITKIN	ピトキン
PITMAN	ピットマン
PITONI	ピトーニ
PITOT	ピトー
PITRA	ピトラ
PITT	ピット
PITTAU	ピタウ
PITTER	ピッター
PITTMAN	ピットマン
PITTMANN	ピットマン
PITTONI	ピットーニ
PITTS	ピッツ
PITTSBURGH	ピッツバーグ
PITZ	ピッツ
PITZER	ピッツァー
PITZINGER	ピツィンガー
PIVOVAROVA	ピボワロワ
PIWKOWSKI	ピフコフスキ
PIXLEY	ピクスリー
PIZARRO	ピサロ
PIZER	ピッツァー
PIZZARELLI	ピザレリ
PIZZETTI	ピツェッティ
PIZZI	ピーチ
PIZZO	ピゾ
PIZZUTO	ピッツート
PLACE	プレース
PLACIDO	プラシド
PLAGE	プラーゲ
PLAGEMANN	プレーガマン
PLAGGE	プラッゲ
PLAMONDON	プラモンドン
PLANCHE	プランシェ
PLANCHON	プランション
PLANCK	プランク
PLANCON	プランソン
PLANE	プレン
PLANINC	プラニンツ
PLANIOL	プラニオル
PLANITZ	プラーニツ
PLANQUETTE	プランケット
PLANT	プラント
PLANTA	プランタ
PLANTIN	プランタン
PLASCHKE	プラシュケ
PLASS	プラス
PLASSON	プラッソン
PLASTIRAS	プラスティラス
PLASTOV	プラストフ
PLASTOW	プラストウ
PLATE	プラーテ
PLATEN	プラテン
PLATER	プレイター
PLATH	プラート
PLATNER	プラートナー
PLATO	プラトン
PLATONOV	プラトーノフ
PLATOV	プラートフ
PLATT	プラット
PLATTER	プラッター
PLATZER	プラッツエル
PLAVEC	プラベツ
PLAYER	プレーヤー
PLAYFAIR	プレーフェア
PLAYFORD	プレーフォード
PLAZA	プラザ
PLEASANTS	プレザンツ
PLEITGEN	プライトゲン
PLEKHANOV	プレハノフ
PLENGE	プレンゲ
PLESHAKOV	プレシャコフ
PLESS	プレス
PLESSNER	プレスナー
PLETICHA	プレティヒャ
PLETNER	プレトネル
PLETTENBERG	プレッテンベルグ
PLETTNER	プレットナー
PLEVE	プレーベ
PLEVEN	プレバン
PLEYEL	プレイエル
PLEYER	プライア
PLIMPTON	プリンプトン
PLIMSOLL	プリムソル
PLISNIER	プリニエ
PLOCEK	プロツェク
PLOMER	プルーマー
PLOTNIKOV	プロトニコフ
PLOTT	プロット
PLUCHEK	プルーチェク
PLUCKNETT	プラクネット
PLUDERMACHER	プルーデルマッシェ
PLUM	プラム
PLUMER	プルーマー
PLUMMER	プラマー
PLUNKET	プランケット
PLUNKETT	プランケット
PNIN	プニーン
POBEDONOSTSEV	ポベドノースツェフ
POCAHONTAS	ポカホンタス
POCHAN	ポシャン
POCHIN	ポーチン
POCHON	ポション
PODOLNY	ポドルニー
PODOLSKI	ポドルスキ
PODOLSKY	ポドルスキー
PODUSKA	ポドスカ
POE	ポオ
POEL	ポール
POELAERT	ポーレルト
POELENBURGH	プーレンブルフ
POELL	ペル
POELZIG	ペルツィヒ
POGGENDORFF	ポッゲンドルフ
POGGI	ポッジ
POGGIOLI	ポッジョーリ
POGODIN	ポゴージン
POGORELOV	パガレロフ
POGUE	ポーグ
POHL	ポール
POINDEXTER	ポインデクスター
POINSETT	ポインセット
POINSOT	ポアンソ
POINT	ポイント
POIRET	ポワレ
POIRIER	ポアリエ
POISEUILLE	ポアズイユ
POISSON	ポアソン
POITIERS	ポアティエ
POITRENAUD	ポアトルノー
POJAR	ポヤール
POKORNY	ポコルニー
POKU	ポク
POL	ポール
POLA	ポーラ
POLAC	ポラック
POLAK	ポラック
POLAND	ポーランド
POLDEN	ポルデン
POLEVOI	ポレボイ
POLHEM	プールヘム
POLI	ポーリ
POLICANSKY	ポリカンスキー
POLIDORO	ポリドーロ
POLIN	ポラン
POLINSKY	ポリンスキー
POLITIS	ポリティス
POLITZER	ポリッツァー
POLIVANOV	ポリワーノフ
POLIVKA	ポリフカ
POLIZIANO	ポリツィアーノ
POLK	ポーク
POLLACK	ポラック
POLLARD	ポラード
POLLITT	ポリット
POLLMANN	ポルマン
POLLO	ポロ
POLLOCK	ポラック
POLLY	ポリー
POLMAR	ポルマー
POLO	ポーロ
POLONCEAU	ポロンソー
POLSBY	ポルスビー
POLVEROSI	ポルベロシ
POLYANSKY	ポリャンスキー
POLYNESIA	ポリネシア
POMBAL	ポンバル
POMERANCE	ポメランス
POMERANTZ	ポメランツ
POMEROY	ポメロイ
POMFRET	ポンフレット
POMMER	ポマー
POMMIER	ポミエ
POMODORO	ポモドーロ
POMPADOUR	ポンパドゥール
POMPEL	ポンペイ
POMPIDOU	ポンピドー
POMPON	ポンポン
POMPONAZZI	ポンポナッツィ
PONCELET	ポンスレ
PONCET	ポンセ
PONCHIELLI	ポンキエリ
PONCINS	ポンサン
POND	ポンド
PONDER	ポンダー
PONGE	ポンジュ
PONGRACZ	ポングラチュ
PONNAMPERUMA	ポナムペルマ
PONOMARENKO	ポノマレンコ
PONOMAREV	ポノマレフ
PONOMARYOV	ポノマリョフ
PONS	ポン
PONSARD	ポンサール
PONSELLE	ポンセル
PONTANO	ポンターノ
PONTECORVO	ポンテコルボ
PONTEN	ポンテン
PONTI	ポンティ
PONTING	ポンティング
PONTOPPIDAN	ポントピダン
PONTRYAGIN	ポントリャーギン
PONTY	ポンティ
POOL	プール
POOLE	プール
POOLEY	プーリー
POOT	ポート
POP	ポップ
POPA	ポーパ
POPE	ポウプ
POPHAM	ポパム
POPKIN	ポピキン
POPLE	ポープル
POPOF	ポポフ
POPOV	ポポフ
POPOVA	ポポワ
POPP	ポップ
POPPE	ポピー
POPPEL	ポッペル
POPPER	ポッパー
PORAT	ポラート
PORCINO	ポーシノ
PORDENONE	ポルデノーネ
POREL	ポレル
PORGES	ポージス
PORRO	ポーロ
PORSCHE	ポルシェ
PORSON	ポーソン
PORT	ポート
PORT-AU-PRINCE	ポルトープランス
PORT-VILA	ポートビラ
PORTA	ポルタ
PORTAL	ポルタル
PORTALES	ポルタレス
PORTEOUS	ポーティアス
PORTER	ポーター
PORTEVIN	ポルトバン
PORTHAN	ポルターン
PORTINARI	ポルティナーリ
PORTLAND	ポートランド
PORTMAN	ポートマン
PORTNOI	ポルトノイ
PORTO-NOVO	ポルトノボ
PORTOLA	ポルトラ
PORTSMOUTH	ポーツマス
PORTUGAL	ポルトガル
PORTWAY	ポートウェイ
PORZANO	ポルツァーノ
POSADA	ポザーダ
POSNER	ポスナー
POSNICK	ポゾニック
POSOSHKOV	ポソシコーフ
POSPELOV	ポスペロフ
POSPICHAL	ポスピハル
POSSE	ポッセ
POSSELT	ポッセルト
POSSEVINO	ポッセビーノ
POST	ポウスト
POSTAN	ポスタン
POSTEL	ポステル
POSTGATE	ポストゲイト
POSTLE	ポーストル
POSTMA	ポストマ
POSTON	ポストン
POTANIN	ポターニン
POTAPENKO	ポタペンコ
POTEMKIN	ポチョームキン
POTER	ポーター
POTGIETER	ポットヒーテル
POTKONJAK	ポトコニャック
POTOCKI	ポトツキー
POTRESOV	ポトレソフ
POTSDAM	ポツダム
POTT	ポット
POTTER	ポッター
POTTIER	ポティエ
POTTINGER	ポッティンジャー
POTTS	ポッツ
POTYOMKIN	ポチョームキン
POUCHET	プーシェ
POUDEL	パウデル
POUILLET	プイエ
POUILLON	プイヨン
POUJADE	プジャード
POUJOULY	プージュリ
POUL	ポウル
POULENC	プーランク
POULSEN	ポールセン
POULTON	ポールトン
POUND	パウンド
POUNDS	パウンズ
POUPA	プーパ
POUPARD	プパール
POURCEL	プールセル
POUS	ポウス
POUSSEUR	プースール
POUSSIN	プーサン
POVKH	ポプ
POWDERLY	パウダリ
POWELL	パウェル
POWER	パワー
POWERS	パワーズ
POYER	ポイヤー
POYNINGS	ポイニングズ
POYNTER	ポインター
POYNTING	ポインティング
POZAR	ポザー
POZO	ポゾ
POZSGAI	ポジュガイ
POZZESSERE	ポゼッサー
POZZI	ポジ
POZZO	ポッツォ
POZZOLI	ポッツォーリ
PRAAG	プラーク
PRACCHI	プラッキ
PRACHE	プラーシュ
PRACHT	プラクト
PRADE	プラーデ
PRADELLA	プラデルラ
PRADIER	プラディエ
PRADO	プラド
PRADOS	プラードス
PRAETORIUS	プレトリウス
PRAGA	プラーガ
PRAGER	プラーガー
PRAHL	プラール
PRAIA	プライア
PRANDELLI	プランデルリ
PRANDINI	プランディーニ
PRANGE	プランゲ
PRASAD	プラサド
PRATA	プレイト
PRATHER	プレイザー
PRATOLINI	プラトリーニ
PRATT	プラット
PRAUSNITZ	プラウスニツ
PRAZ	プラーツ
PREBISCH	プレビッシュ
PRECHTL	プレクトル
PREDA	プレダ
PREDIS	プレディス
PREECE	プリース
PREETORIUS	プレートリウス
PREGER	プレガー
PREGL	プレーグル
PREHODA	プレホーダ
PREIN	プライン
PREISS	プライス
PREL	プレル
PRELLER	プレラー
PREMADASA	プレマダサ
PREMINGER	プレミンジャー
PRENDERGAST	プレンダーガスト
PRENTICE	プレンティス
PRENTIS	ブレンティス
PRENTISS	プレンティス
PRENZLOW	プレンツロウ
PRESCOTT	プレスコット
PRESS	プレス
PRESSBURGER	プレスバーガー
PRESSLER	プレスラー
PRESSMAN	プレスマン
PRESTES	プレステス
PRESTOWITZ	プレストウィッツ
PRETORIA	プレトリア
PRETORIUS	プレトリウス
PRETSCH	プレシュ
PREUSS	プロイス
PREUSSNER	プロイスナー
PREVEDI	プレベーディ
PREVERT	プレベール
PREVIN	プレビン
PREVITALI	プレビターリ
PREVOST	プレボ
PREY	プライ
PREYER	プライアー
PREZZOLINI	プレッツォリーニ
PRIBRAM	プリブラム
PRICE	プライス
PRICHARD	プリチャード
PRIDE	プライド
PRIDEAUX	プリドー
PRIEGNITZ	プリーグニッツ
PRIESSNITZ	プリースニッツ
PRIEST	プリースト
PRIESTER	プリースター
PRIESTLEY	プリーストリー
PRIETO	プリエト
PRIGOGINE	プリゴジーン
PRIKOPA	プリコーパ
PRILL	プリル
PRIM	プリム
PRIMA	プリマ
PRIMAKOV	プリマコフ
PRIMATICCIO	プリマティッチオ
PRIMROSE	プリムローズ
PRIN	プラン
PRINCE	プリンス
PRINCIP	プリンチプ
PRINCIPE	プリンチペ
PRINDL	プリンドル
PRING	プリング
PRINGLE	プリングル
PRINGSHEIM	プリングスハイム
PRINS	プランス
PRINSEP	プリンセプ
PRINTEMPS	プランタン
PRINTZ	プリンス
PRIOR	プライア
PRISCILLA	プリシラ
PRISHVIN	プリシビン
PRITCHARD	プリッチャード
PRITCHETT	プリッチェット
PRIVALOV	プリバーロフ
PRIVETT	プリベット
PROBERT	プロバード
PROCACCI	プロカッチ
PROCACCINI	プロカッチーニ
PROCOPE	プロコープ
PROCTER	プロクター
PROCTOR	プロクター
PROEBSTL	プレプステル
PROFFIT	プロフィト
PROHASKA	プロハスカ
PROKHORENKO	プロホレンコ
PROKHOROV	プロホロフ
PROKOFIEV	プロコフィエフ
PROKOP	プロコプ
PROKOPOVICH	プロコポービッチ
PROKOSCH	プロコシュ
PRONY	プロニ
PROPP	プロップ
PROSPER	プロスペル
PROSPERI	プロスペリ
PROST	プロスト
PROTHERO	プロザロ
PROTOPOPOV	プロトポーポフ
PROTTI	プロッティ
PROUDHON	プルードン
PROUDMAN	プラウドマン
PROUST	プルースト
PROUT	プラウト
PROVENCE	プロバンス
PROVENZALE	プロベンツァーレ
PROVIDENCE	プロビデンス
PROVINE	プロバイン
PROWSE	プラウズ
PRUITT	プルーイット
PRULIERE	プリュイエール
PRUS	プルス
PRYANISHNIKOV	プリャニシニコフ
PRYNNE	プリン
PRYOR	プライヤー
PRZYBYLSKI	プシビルスキ
PRZYBYSZEWSKI	プシビシェフスキー
PRZYLUSKI	プシルスキー
PRZYWARA	プシュバーラ
PSICHARI	プシカリ
PTACEK	プタセク
PUCCINI	プッチーニ
PUCELLE	ピュッセール
PUCHELT	プッヒェルト
PUCKETT	パケット
PUDNEY	パドニー
PUDOVKIN	プドフキン
PUECH	ピュエシュ
PUENTE	プエンテ
PUEYO	プエヨ
PUFENDORF	プーフェンドルフ
PUGET	ピュジェ
PUGH	ピュー
PUGIN	ピュージン
PUGLIESE	プリエセ
PUGNANI	プニャーニ
PUGNETTI	パグネッティ
PUGNO	プーニョ
PUGO	プーゴ
PUIG	プイグ
PUISAIS	ピュイゼ
PUJA	プヤ
PUJOL	プホール
PULASKI	プワスキ
PULCI	プルチ
PULITZER	ピュリッツァー
PULLAN	プッラン
PULLEN	ピューレン
PULLMAN	プルマン
PULTENEY	プルトニ
PUMA	ピューマ
PUMPELLY	パンペリー
PUNDT	プント
PUNNETT	パネット
PUNSALMAAGIYN	ポンサルマーギン
PUNTEL	プンテル
PUPILLO	ピューピロ
PUPIN	プーピーン
PUPUL	ププル
PURCELL	パーセル
PURCHAS	パーチェス
PURDIE	パーディ
PURDOM	パードム
PURDUM	パードン
PUREV	プレブ
PURIN	プーリン
PURRMANN	プルマン
PURSELL	パーセル
PURTELL	パーティル
PURTILO	パーティロ
PURVES	パービス
PURVIS	パービス
PURYEAR	パーヤー
PUSEY	ピュージー
PUSHCHIN	プーシチン
PUSHKAREV	プシュカレフ
PUSHKIN	プーシキン
PUSTET	プステト
PUTIMTSEV	プチムツェフ
PUTMAN	パットマン
PUTNAM	プトナム
PUTTENHAM	パトナム
PUTTKAMER	プットカーマー
PUTYATIN	プチャーチン
PY	ピー
PYAT	ピア
PYATAKOV	ピャタコーフ
PYATT	パイアット
PYE	パイ
PYKE	パイク
PYLE	パイル
PYM	ピム
PYNCHON	ピンチョン
PYNE	パイン
PYONGYANG	ピョンヤン
PYRENEES	ピレネーサンミャク
QASSEM	カセム
QATAR	カタール
QUACH	コーク
QUACK	クワック
QUACKENBUSH	クェッケンブッシュ
QUADFLIEG	クワートフリーク
QUADRI	クァードリ
QUADROS	クアドロス
QUAGLIO	クアーリョ
QUAID	クウェイド
QUAIN	クェーン
QUANT	クワント
QUANTRILL	クワントリル
QUANTZ	クワンツ
QUARENGHI	クアレンギ
QUARITCH	クォーリッチュ
QUARLES	クォールズ
QUARTARARO	クォータラーロ
QUARTERMAINE	クォーターメイン
QUASEM	カッサム
QUASIMODO	クァジーモド
QUAST	クワスト
QUAY	クウェイ
QUAYLE	クウェイル
QUEBEC	ケベック
QUEEN	クイーン
QUEENS	クイーンズ
QUEIROZ	ケイロース
QUELLINUS	クェリヌス
QUENEAU	クノー
QUENNELL	クエネル
QUENNET	クエネット
QUENSTEDT	クウェンシュテット
QUENTAL	ケンタル
QUENTIN	クェンティン
QUERIDO	ケリードー
QUESADA	ケサダ
QUESNAY	ケネー
QUESNEL	ケネル
QUICHERAT	キシュラ
QUICK	クイック
QUIGLEY	キグリー
QUILICI	クイリチ
QUILL	クイル
QUILTER	クイルター
QUIMBY	クインビー
QUIN	クイン
QUINBY	クインビー
QUINCKE	クインケ
QUINCY	クインシ
QUINE	キーン
QUINET	キネ
QUINLAN	クインラン
QUINN	クイン
QUINNELL	クィネル
QUINTANA	キンタナ
QUINTON	クイントン
QUIRK	クワーク
QUIROGA	キローガ
QUISLING	クビスリング
QUITO	キート
QURESHI	クレーシー
RAABE	ラーベ
RABAN	レイバン
RABAT	ラバト
RABAUT	ラボー
RABEL	ラベル
RABELAIS	ラブレー
RABEMANANJARA	ラベマナンジャラ
RABENSCHLAG	ラーベンシュラーク
RABESAHALA	ラベサハラ
RABI	ラビ
RABIN	レービン
RABINOVICH	ラビノビチ
RABINOWITZ	ラビノビッツ
RABINS	ラビンズ
RABORN	レイボーン
RABUSHKA	ラブシュカ
RACAN	ラカン
RACE	レース
RACHEL	ラーチェル
RACHLIN	ラクリン
RACHMAN	ラックマン
RACINE	ラシーヌ
RACINET	ラシネ
RACIOPPI	ラチョッピ
RACKHAM	ラッカム
RADA	レーダ
RADBRUCH	ラートブルフ
RADCLIFFE	ラドクリフ
RADEMACHER	ラーデマッヘル
RADER	レーダー
RADFORD	ラドフォード
RADHA	ラダ
RADIN	レディン
RADISSON	ラディソン
RADIUM	ラジウム
RADLEY	ラドリー
RADNER	ラドナー
RADU	ラドゥ
RADWAN	リドワーン
RAEBURN	レイバーン
RAEDER	レーダー
RAFAEL	ラファエル
RAFANELLI	ラファネルリ
RAFFLES	ラッフルズ
RAFIK	ラフィク
RAFN	ラブン
RAFT	ラフト
RAFTER	ラフター
RAGHAVAN	ラガバン
RAGLAN	ラグラン
RAGSDALE	ラグスデール
RAGUET	ラゲ
RAGUIN	ラガン
RAGUSA	ラグーザ
RAHAL	ラハル
RAHBEK	ラーベク
RAHMAN	ラーマン
RAHNER	ラーナー
RAIF	ライフ
RAIFFEISEN	ライフアイゼン
RAIJA	ライヤ
RAIKOV	ライコフ
RAIM	レイム
RAIMO	ライモ
RAIN	レイン
RAINALDI	ライナルディ
RAINE	レイン
RAINER	ライネル
RAINEY	レイニイ
RAINIS	ライニス
RAINS	レインズ
RAINWATER	レインウォーター
RAINY	レーニ
RAIS	レー
RAIZMAN	ライズマン
RAJ	ラジ
RAJAI	ラジャイ
RAJCHMAN	ライクマン
RAJESH	ラジェッシュ
RAJIV	ラジブ
RAJNA	ライナ
RAJTER	ライテル
RAJU	ラジュ
RAKEL	ラケル
RAKHIMOV	ラヒーモフ
RAKHMANINOV	ラフマニノフ
RAKOTOMALALA	ラコトマララ
RAKOWSKA	ラコウスカ
RALF	ラルフ
RALPH	ラルフ
RALSTON	ラルストン
RAM	ラム
RAMA	ラマ
RAMACHANDRAN	ラマチャンドラン
RAMADHAN	ラマダン
RAMAKANT	ラマカント
RAMAMURTI	ラーマムールティ
RAMAN	ラマーン
RAMANA	ラマナ
RAMANANDA	ラマナンダ
RAMANUJAN	ラマヌジャン
RAMBACH	ランバック
RAMBAUD	ランボー
RAMBERG	ランベルク
RAMBERT	ランバート
RAMBO	ランボー
RAMDOHR	ラムドール
RAMEAU	ラモー
RAMIN	ラミン
RAMIRO	ラミロ
RAMIZ	ラミズ
RAMMING	ラミング
RAMO	レイモー
RAMON	ラモン
RAMONA	ラモナ
RAMOND	ラモンド
RAMOS	ラモス
RAMPA	ランパ
RAMPAL	ランパル
RAMS	ラムス
RAMSAUER	ラムザウアー
RAMSAY	ラムゼイ
RAMSDEN	ラムスデン
RAMSEWAK	ラムセワク
RAMSEY	ラムゼー
RAMSTEDT	ラムステッド
RAMUS	ラムス
RAMUSIO	ラムージオ
RAMUZ	ラミュ
RANA	ラナ
RANADIVE	ラナディベー
RANAIVO	ラナイボ
RANALD	ラナルド
RANASINGHE	ラナシンハ
RAND	ランド
RANDAL	ランダル
RANDALL	ランダル
RANDELL	ランデル
RANDERS	ランデルス
RANDLE	ランドル
RANDOLPH	ランドルフ
RANDY	ランディ
RANEY	レーニー
RANGANATHAN	ランガナタン
RANGER	ランジェ
RANGOON	ラングーン
RANIERI	ラニェーリ
RANINGER	ラニンガー
RANJIT	ランジット
RANKIN	ランキン
RANKINE	ランキン
RANKOVIC	ランコビッチ
RANSOM	ランサム
RANSOME	ランサム
RANTA	ランタ
RAO	ラオ
RAPACKI	ラパツキー
RAPAILLE	ラパイユ
RAPAPORT	ラパポート
RAPHAEL	レフェイアエル
RAPISARDI	ラピサルディ
RAPOPORT	ラパポート
RAPP	ラップ
RAPPAPORT	ラッパポート
RAPPARD	ラパール
RAPPE	ラッペ
RAPPENEAU	ラプノー
RAPPOLD	ラポルド
RAPTIS	ラプティス
RASA	ラーザ
RASCH	ラッシュ
RASCHIG	ラシヒ
RASHID	ラシッド
RASIN	ラシーン
RASKIN	ラスカン
RASMUSSEN	ラスムッセン
RASPAIL	ラスパイユ
RASPE	ラスペ
RASPUTIN	ラスプーチン
RASTETTER	ラステッター
RATCLIFF	ラトクリフ
RATCLIFFE	ラトクリフ
RATHENAU	ラーテナウ
RATHER	ラザー
RATHJEN	ラスジェン
RATHJENS	ラチェンス
RATJEN	ラートイェン
RATTALINO	ラッタリーノ
RATTIGAN	ラティガン
RATZENHOFER	ラッツェンホーファー
RATZINGER	ラッツィンガー
RAU	ラウ
RAUCH	ラウフ
RAUCHEISEN	ラウハイゼン
RAUCHER	ローチャー
RAUDSEPP	ロードセップ
RAUF	ラウフ
RAUGEL	ロージェル
RAUL	ラウル
RAUP	ラウプ
RAUPACH	ラウパッハ
RAUS	ラウス
RAUSCHENBUSCH	ラウシェンブッシュ
RAUSCHNING	ラウシュニング
RAUTIO	ラウティオ
RAVEGNANI	ラベニャーニ
RAVEN	レイブン
RAVERA	ラベーラ
RAVERAT	ラベラ
RAVILA	ラビラ
RAVIN	ラビン
RAVINDRA	ラビンドラ
RAWDON	ロードン
RAWLINGS	ローリングス
RAWLINSON	ローリンソン
RAWLS	ロウルズ
RAWSON	ローソン
RAWSTHORNE	ロースソーン
RAYA	ラヤ
RAYAN	ライアン
RAYBOULD	レイボールド
RAYBURN	レイバーン
RAYE	レイ
RAYMOND	レーモン
RAYNER	レイナー
RAYNES	レインズ
RAYNOLDS	レイノルズ
RAYSKI	ライスキ
RAZIN	ラージン
RAZMARA	ラズマラ
RAZUMOVSKY	ラズモフスキー
RE	レー
READ	リード
READE	リード
READER	リーダー
READING	レディング
REALI	レアーリ
REARDON	リアドン
REAVES	リーブス
REAY	レイ
REBECCA	レベッカ
REBER	リーバー
REBORA	レーボラ
REBOUL	ルブール
REBREANU	レブリヤヌ
RECK	レック
RECKLINGHAUSEN	レックリングハウゼン
RECLAM	レクラム
RECORDE	レコード
RECTOR	レクター
RED	レッド
REDD	レッド
REDDAWAY	レダウェイ
REDDIE	レディ
REDDING	レディング
REDDY	レディ
REDESDALE	レデスデール
REDFORD	レッドフォード
REDGRAVE	レッドグレーブ
REDHEAD	レッドヘッド
REDLICH	レートリヒ
REDMAN	レッドマン
REECE	リース
REED	リード
REEDER	リーダー
REEL	リール
REEVES	リーブズ
REFICE	レフィーチェ
REG	レジ
REGAN	リーガン
REGE	リージ
REGGIANI	レッジャーニ
REGGIE	レジー
REGINA	レジーナ
REGINALD	レジナルド
REGINE	レギーネ
REGIOMONTANUS	レギオモンタヌス
REGIS	レジス
REGNART	ルニャール
REGOYOS	レゴイオス
REGULES	レグレス
REHAK	リハーク
REHAN	レーアン
REHBERG	レーベルク
REHBINDER	レービンダー
REHM	レーム
REHNQUIST	レンキスト
REICH	ライヒ
REICHA	ライハ
REICHARDT	ライヒャルト
REICHEL	ライヘル
REICHELT	ライヒェルト
REICHENBACH	レシャンバック
REICHENOW	ライヘノー
REICHERT	ライヘルト
REICHL	ライシェル
REICHLER	ライクラー
REICHMANN	ライヒマン
REICHSTEIN	ライヒシュタイン
REICHWEIN	ライヒバイン
REID	リード
REIDAR	レイダル
REIDEMEISTER	ライデマイスター
REIFSNIDER	ライフスナイダー
REIGER	レイガー
REILLY	ライリー
REILY	ライリー
REIMANN	ライマン
REIMAR	ライマー
REIMER	ライマー
REIMERS	ライマース
REIMOLD	レイモルド
REIN	ライン
REINACH	ライナハ
REINARTZ	ライナルツ
REINAUD	レーノー
REINBERG	レンベール
REINBERGER	ラインベルガー
REINECKE	ライネッケ
REINER	ライナー
REINERS	ライネルス
REINES	ライネス
REINFELD	ラインフェルド
REINGOLD	レインゴールド
REINHARD	ラインハルト
REINHARDT	ラインハルト
REINHART	ラインハルト
REINHOLD	ラインホルト
REINICK	ライニク
